index,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy
261527,85e45616-6a64-4c93-87b6-d7ae83969dbb,2021-07-16 04:01:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.943208,-101.8425839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
261665,c5bfe649-d610-4c67-9b01-e6d08cbc9ec3,2021-07-16 04:06:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.943274,-101.8425856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
261802,07c9be00-09b6-459f-b4af-47261640b60d,2021-07-16 04:11:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432396,-101.8425571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
261944,8c769bd8-3aa8-48c3-abd5-20e0667dd4dd,2021-07-16 04:16:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432592,-101.8425774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
262091,f1e189cf-47a8-4eca-8eb6-bb031155609d,2021-07-16 04:21:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432346,-101.8425643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
262240,18bbb515-9f04-46ff-b15a-36e9cc9b63e5,2021-07-16 04:26:18+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432444,-101.8425314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
262402,ccfa57b2-1a33-4c9a-830c-0ac1e290f652,2021-07-16 04:31:18+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432327,-101.8425862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
262555,a15aee2a-7dbd-48fd-9000-072a4dc21b12,2021-07-16 04:36:18+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432281,-101.8425711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
262715,349e9ee1-dd29-49cc-a11e-7376e9568920,2021-07-16 04:41:19+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432539,-101.8425763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
262871,53898ae1-d560-4334-bced-11fa6cd5f983,2021-07-16 04:46:19+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432168,-101.842579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
263033,8f45c2d4-27ea-4215-b5ad-0d07318cf2cc,2021-07-16 04:51:19+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432235,-101.8425901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
263185,74e20061-2198-4a1f-adcd-702930c32b49,2021-07-16 04:56:20+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.943336,-101.8426255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
263332,b7a9f317-4106-4506-bcc2-37167685b6c2,2021-07-16 05:01:20+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9431684,-101.8427105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
263480,656a4e5c-01a3-4de9-8138-734b658f5401,2021-07-16 05:06:20+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.943036,-101.8428471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
263628,7f87d723-f12b-4b98-8f8f-37f1d1e9ea79,2021-07-16 05:11:21+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.942871,-101.8428327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
263761,d5e0cfef-b404-47de-8589-60f4ac25b870,2021-07-16 05:16:21+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9426617,-101.8432761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
263904,dd72f4cc-fc0b-4ee2-908b-c72e2c3f1a67,2021-07-16 05:21:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9423054,-101.8433409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
264038,fb1c74da-e780-46d3-b1bf-49a27247729f,2021-07-16 05:26:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9419884,-101.8437008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,31
264182,0a2fb51e-c72c-46bd-9bca-924be35b482f,2021-07-16 05:31:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.941894,-101.843895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,32
264362,b1cf9a04-148f-439b-8405-4c4ef222e714,2021-07-16 05:37:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413273,-101.8454334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,42
264576,fbff9162-0ece-405b-b8c9-18707278f7f2,2021-07-16 05:45:07+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413214,-101.8452783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,71
264800,01fa66e7-c57c-4b41-830c-62a3d8182d80,2021-07-16 05:52:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413969,-101.8455022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,17
265017,e33280d5-330a-4c18-9a24-82b9bedeb97e,2021-07-16 06:00:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413812,-101.845449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,26
265259,d2c46735-be31-4387-a120-bee9095cf7eb,2021-07-16 06:07:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413228,-101.8450118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,33
265403,819710f2-5098-4ec7-9dd1-d7b0c5a5a5c4,2021-07-16 06:12:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9417647,-101.843493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,1
265547,81979dfa-5664-4994-aae1-54a8c43b6586,2021-07-16 06:17:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9419431,-101.8435429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
265843,7b82ff46-1cc7-4550-bf28-07413f4f25f8,2021-07-16 06:27:54+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9418284,-101.8432926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
265994,2c7bb01d-67f4-4c3b-bf86-05d0dcd8f0c4,2021-07-16 06:32:55+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9418337,-101.8436411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
266140,ede5b8c2-3773-4223-91e1-4b8c7457ceda,2021-07-16 06:37:55+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9417839,-101.8436977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
266312,d2e78866-81dc-4f1a-a7b1-22b2127e3b7b,2021-07-16 06:43:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9419079,-101.843792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,20
266457,8609a555-a94a-4e4b-a1ea-4f04b2eb4b78,2021-07-16 06:48:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9419737,-101.8437842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,11
266617,2d8ffeb9-d36f-4434-91d1-5433d4488e88,2021-07-16 06:53:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.941979,-101.8435289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,7
266767,385c6ea1-4ee0-473b-a373-efa980c68907,2021-07-16 06:58:44+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421392,-101.8432492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
266911,490fa9ef-626d-4bc8-abc2-223757404fbc,2021-07-16 07:03:45+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422039,-101.843313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
267053,6012b4c5-4293-49c1-8c2e-9b1181d43b24,2021-07-16 07:08:46+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421359,-101.8434326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
267193,e8b6dfa1-a2f1-4777-bf15-105277f27b6c,2021-07-16 07:13:46+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421269,-101.8436151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
267401,9113c2d0-83a7-4f25-af15-433cab121f1f,2021-07-16 07:21:11+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421689,-101.843771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,52
267541,142c601a-03f8-47fb-9c0a-0def0e35087a,2021-07-16 07:26:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421589,-101.8437329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,37
267687,d30c62b8-67bb-4315-9f1b-4baff6029999,2021-07-16 07:31:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.94221,-101.8435348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,6
267992,25dfcfe1-9ce0-4807-837e-e44f3ab73e4b,2021-07-16 07:41:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422383,-101.84322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
268135,8d94c3a6-7500-455f-9f0d-ffd4cafb100a,2021-07-16 07:46:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422146,-101.8432296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
268284,9b1e72ae-d0e4-414e-ab09-fa38c7c867ae,2021-07-16 07:51:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422188,-101.8432479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
268423,2ce42dd7-e719-4520-8088-105f7ce3fac7,2021-07-16 07:56:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422005,-101.8432002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
268563,85ec242f-3553-4da3-89b2-60c60973299b,2021-07-16 08:01:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422,-101.8432108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
268700,0ccb7f24-83a2-486d-98b8-d52d8fcbfaea,2021-07-16 08:06:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422132,-101.8431993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
268837,5534835f-46ef-4666-908c-a49c2a4a5064,2021-07-16 08:11:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422291,-101.843211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
268970,c87dd8b4-d91f-4aab-bbfe-d2463c2b3371,2021-07-16 08:16:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422011,-101.8431931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
269237,4ad6962b-4129-4df9-a7f0-b8da3947ae3d,2021-07-16 08:26:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421902,-101.843281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
269378,50eff37d-c440-4a28-b8ba-86d98d783792,2021-07-16 08:31:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421564,-101.8433693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
269513,91dd65a4-d34a-4178-bdae-37d881226226,2021-07-16 08:36:29+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422053,-101.8432517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
269660,9bf6f39f-e6af-4201-bc71-8b094c6cf63a,2021-07-16 08:41:29+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9419864,-101.8431071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
269789,6dc52155-7fa3-4ce5-8dcd-ec5b0f8a3b02,2021-07-16 08:46:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9419015,-101.8430459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
269929,1d44b658-9e6c-4912-bfa6-19f48fe461f6,2021-07-16 08:51:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9417716,-101.8431993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
270075,cd3cd617-d49d-433d-b662-394366b6de98,2021-07-16 08:56:31+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9417077,-101.8434138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
270217,81e75572-3f87-41ef-a37f-9b7151077771,2021-07-16 09:01:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9416721,-101.8434948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
270353,abf45957-8faa-4c1b-a8d9-3355207c988f,2021-07-16 09:06:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9416717,-101.8434822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
270478,596cd87c-6cee-45e5-ab36-7b71ba9ec446,2021-07-16 09:11:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9417114,-101.8435778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,7
270620,a32a04dc-15e3-400e-856e-07ae9162bfb1,2021-07-16 09:16:34+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9416528,-101.8435022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,6
270770,3df5dd17-9119-4811-8b59-841922400c2b,2021-07-16 09:21:34+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9415318,-101.8433901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,7
270904,92595cdb-6cb5-4e2b-839b-6d3d1b1e9ef1,2021-07-16 09:26:34+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413821,-101.8431358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
271052,f0fbea1d-8534-49f6-9d56-4f977ac889ce,2021-07-16 09:31:34+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413537,-101.843118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
271201,49befcad-9938-480d-8932-03bc78340840,2021-07-16 09:36:35+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414353,-101.8431241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,6
271355,98d92262-85b8-417c-8f61-11e90512b125,2021-07-16 09:41:35+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414614,-101.8431422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
271518,ca989783-052c-4608-ba53-9cb2e6f245f0,2021-07-16 09:46:35+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414357,-101.8432596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,7
271688,1aeebd36-5a4c-4c59-b9d5-0c28d2e6cd7a,2021-07-16 09:51:36+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413911,-101.8431789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,6
271851,c9d25087-906e-4e8c-ab50-e08aa26485d0,2021-07-16 09:56:36+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9412741,-101.8432636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
272011,f612108a-dd02-41ea-b98e-47c3f2dbeb49,2021-07-16 10:01:36+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413768,-101.8432319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,9
272175,213a51d9-82b8-4d4e-bf47-0f4a5533f3a4,2021-07-16 10:06:36+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9412618,-101.8432953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,8
272328,af2411a0-ef7e-4a04-a62b-354249512814,2021-07-16 10:11:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9412899,-101.8432956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,13
272487,2ae96d5b-6b89-496e-bea0-02faac0f2426,2021-07-16 10:16:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9412569,-101.8432263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
272644,698a9a7c-d069-4e4d-ae7b-b11a13658316,2021-07-16 10:21:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9410358,-101.8434484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
272788,2ee2c4da-7fd9-437f-9abd-5cd56c8b2115,2021-07-16 10:26:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9404936,-101.8437008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
272869,76c1347a-81be-40d1-9280-4d5afa781914,2021-07-16 10:29:22+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9403327,-101.8435662,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,5,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
272954,76e8ef10-1c86-4243-aad4-5636c69cf59d,2021-07-16 10:31:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9404412,-101.843625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
273118,bfff2f53-8a2e-4413-854c-a70777ee91ad,2021-07-16 10:36:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405672,-101.8437903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
273274,c3c92def-e1ca-4be6-8429-e588752ea471,2021-07-16 10:41:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9407224,-101.8439346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
273428,66cb63d8-5a07-4e84-94ad-931b7d8e8282,2021-07-16 10:46:37+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406468,-101.8441099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
273581,400968e9-25fa-404d-a4a9-fdaf926cd856,2021-07-16 10:51:38+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9404647,-101.8441868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
273733,47d416c9-fefb-40e4-8b54-d8f9a85bfa2a,2021-07-16 10:56:38+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405181,-101.8444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
